,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
18305,84191,FINNIFTY27DEC2214900CE,FINNIFTY,27DEC2022,1490000.000000,40,OPTIDX,NFO,5.000000
18306,44476,FINNIFTY13DEC2218300CE,FINNIFTY,13DEC2022,1830000.000000,40,OPTIDX,NFO,5.000000
18312,40024,FINNIFTY06DEC2217000PE,FINNIFTY,06DEC2022,1700000.000000,40,OPTIDX,NFO,5.000000
18318,55794,NIFTY25JAN2316950PE,NIFTY,25JAN2023,1695000.000000,50,OPTIDX,NFO,5.000000
18329,51471,FINNIFTY15NOV2221300CE,FINNIFTY,15NOV2022,2130000.000000,40,OPTIDX,NFO,5.000000
18336,44455,FINNIFTY13DEC2217800PE,FINNIFTY,13DEC2022,1780000.000000,40,OPTIDX,NFO,5.000000
18339,40301,MIDCPNIFTY29NOV226650PE,MIDCPNIFTY,29NOV2022,665000.000000,75,OPTIDX,NFO,5.000000
18340,51407,FINNIFTY15NOV2219400CE,FINNIFTY,15NOV2022,1940000.000000,40,OPTIDX,NFO,5.000000
18344,45069,MIDCPNIFTY07NOV225050PE,MIDCPNIFTY,07NOV2022,505000.000000,75,OPTIDX,NFO,5.000000
18350,60942,NIFTY24NOV2215150CE,NIFTY,24NOV2022,1515000.000000,50,OPTIDX,NFO,5.000000
18352,40372,MIDCPNIFTY29NOV227300PE,MIDCPNIFTY,29NOV2022,730000.000000,75,OPTIDX,NFO,5.000000
18353,42984,NIFTY08DEC2219850PE,NIFTY,08DEC2022,1985000.000000,50,OPTIDX,NFO,5.000000
18357,84187,FINNIFTY27DEC2214700CE,FINNIFTY,27DEC2022,1470000.000000,40,OPTIDX,NFO,5.000000
18363,48497,NIFTY10NOV2219650PE,NIFTY,10NOV2022,1965000.000000,50,OPTIDX,NFO,5.000000
18367,39827,FINNIFTY29NOV2218900CE,FINNIFTY,29NOV2022,1890000.000000,40,OPTIDX,NFO,5.000000
18371,84324,FINNIFTY27DEC2221000PE,FINNIFTY,27DEC2022,2100000.000000,40,OPTIDX,NFO,5.000000
18374,39109,BANKNIFTY01DEC2235000CE,BANKNIFTY,01DEC2022,3500000.000000,25,OPTIDX,NFO,5.000000
18376,49458,BANKNIFTY03NOV2240800PE,BANKNIFTY,03NOV2022,4080000.000000,25,OPTIDX,NFO,5.000000
18377,68620,MIDCPNIFTY22NOV228000CE,MIDCPNIFTY,22NOV2022,800000.000000,75,OPTIDX,NFO,5.000000
18383,55115,NIFTY27JUN2418000CE,NIFTY,27JUN2024,1800000.000000,50,OPTIDX,NFO,5.000000
18390,49227,BANKNIFTY03NOV2237300CE,BANKNIFTY,03NOV2022,3730000.000000,25,OPTIDX,NFO,5.000000
18391,44321,FINNIFTY13DEC2214200CE,FINNIFTY,13DEC2022,1420000.000000,40,OPTIDX,NFO,5.000000
18392,42707,NIFTY29DEC2213100PE,NIFTY,29DEC2022,1310000.000000,50,OPTIDX,NFO,5.000000
18402,45441,MIDCPNIFTY07NOV228150CE,MIDCPNIFTY,07NOV2022,815000.000000,75,OPTIDX,NFO,5.000000
18406,84095,FINNIFTY27DEC2213300PE,FINNIFTY,27DEC2022,1330000.000000,40,OPTIDX,NFO,5.000000
18411,84507,MIDCPNIFTY27DEC225600CE,MIDCPNIFTY,27DEC2022,560000.000000,75,OPTIDX,NFO,5.000000
18413,40560,MIDCPNIFTY29NOV228900CE,MIDCPNIFTY,29NOV2022,890000.000000,75,OPTIDX,NFO,5.000000
18422,51072,NIFTY22DEC2217900PE,NIFTY,22DEC2022,1790000.000000,50,OPTIDX,NFO,5.000000
18436,60163,MIDCPNIFTY01NOV225700CE,MIDCPNIFTY,01NOV2022,570000.000000,75,OPTIDX,NFO,5.000000
18439,43027,BANKNIFTY01DEC2236800PE,BANKNIFTY,01DEC2022,3680000.000000,25,OPTIDX,NFO,5.000000
18443,59878,FINNIFTY01NOV2216700PE,FINNIFTY,01NOV2022,1670000.000000,40,OPTIDX,NFO,5.000000
18444,44861,FINNIFTY07NOV2220500CE,FINNIFTY,07NOV2022,2050000.000000,40,OPTIDX,NFO,5.000000
18445,60025,FINNIFTY01NOV2220000CE,FINNIFTY,01NOV2022,2000000.000000,40,OPTIDX,NFO,5.000000
18447,61343,NIFTY24NOV2217650CE,NIFTY,24NOV2022,1765000.000000,50,OPTIDX,NFO,5.000000
18454,54485,MIDCPNIFTY31JAN238650CE,MIDCPNIFTY,31JAN2023,865000.000000,75,OPTIDX,NFO,5.000000
18462,58778,FINNIFTY22NOV2214600PE,FINNIFTY,22NOV2022,1460000.000000,40,OPTIDX,NFO,5.000000
18467,44391,FINNIFTY13DEC2216200CE,FINNIFTY,13DEC2022,1620000.000000,40,OPTIDX,NFO,5.000000
18468,38081,NIFTY03NOV2218400CE,NIFTY,03NOV2022,1840000.000000,50,OPTIDX,NFO,5.000000
18477,42788,NIFTY08DEC2217550CE,NIFTY,08DEC2022,1755000.000000,50,OPTIDX,NFO,5.000000
18478,57131,BANKNIFTY30MAR2340500CE,BANKNIFTY,30MAR2023,4050000.000000,25,OPTIDX,NFO,5.000000
18479,49522,NIFTY29DEC2210500PE,NIFTY,29DEC2022,1050000.000000,50,OPTIDX,NFO,5.000000
18482,50414,BANKNIFTY01DEC2240000PE,BANKNIFTY,01DEC2022,4000000.000000,25,OPTIDX,NFO,5.000000
18498,42757,NIFTY08DEC2217100CE,NIFTY,08DEC2022,1710000.000000,50,OPTIDX,NFO,5.000000
18499,49638,FINNIFTY20DEC2219650PE,FINNIFTY,20DEC2022,1965000.000000,40,OPTIDX,NFO,5.000000
18500,45181,MIDCPNIFTY07NOV226100PE,MIDCPNIFTY,07NOV2022,610000.000000,75,OPTIDX,NFO,5.000000
18507,51710,MIDCPNIFTY15NOV227250CE,MIDCPNIFTY,15NOV2022,725000.000000,75,OPTIDX,NFO,5.000000
18510,40483,FINNIFTY06DEC2220700PE,FINNIFTY,06DEC2022,2070000.000000,40,OPTIDX,NFO,5.000000
18525,84301,FINNIFTY27DEC2219900CE,FINNIFTY,27DEC2022,1990000.000000,40,OPTIDX,NFO,5.000000
18538,84312,FINNIFTY27DEC2220400PE,FINNIFTY,27DEC2022,2040000.000000,40,OPTIDX,NFO,5.000000
18548,39207,FINNIFTY29NOV2214100PE,FINNIFTY,29NOV2022,1410000.000000,40,OPTIDX,NFO,5.000000
18555,44377,FINNIFTY13DEC2215700CE,FINNIFTY,13DEC2022,1570000.000000,40,OPTIDX,NFO,5.000000
18565,49384,FINNIFTY20DEC2217000CE,FINNIFTY,20DEC2022,1700000.000000,40,OPTIDX,NFO,5.000000
18566,42262,BANKNIFTY10NOV2236700PE,BANKNIFTY,10NOV2022,3670000.000000,25,OPTIDX,NFO,5.000000
18567,56015,NIFTY25JAN2320050PE,NIFTY,25JAN2023,2005000.000000,50,OPTIDX,NFO,5.000000
18582,58646,NIFTY31DEC2621000CE,NIFTY,31DEC2026,2100000.000000,50,OPTIDX,NFO,5.000000
18589,49442,BANKNIFTY03NOV2240500PE,BANKNIFTY,03NOV2022,4050000.000000,25,OPTIDX,NFO,5.000000
18595,49970,NIFTY01DEC2217200PE,NIFTY,01DEC2022,1720000.000000,50,OPTIDX,NFO,5.000000
18600,49700,BANKNIFTY03NOV2244500CE,BANKNIFTY,03NOV2022,4450000.000000,25,OPTIDX,NFO,5.000000
18620,40394,MIDCPNIFTY29NOV227500PE,MIDCPNIFTY,29NOV2022,750000.000000,75,OPTIDX,NFO,5.000000
18627,60746,BANKNIFTY24NOV2241800PE,BANKNIFTY,24NOV2022,4180000.000000,25,OPTIDX,NFO,5.000000
18632,48349,FINNIFTY01NOV2217950PE,FINNIFTY,01NOV2022,1795000.000000,40,OPTIDX,NFO,5.000000
18634,55465,BANKNIFTY25JAN2341000PE,BANKNIFTY,25JAN2023,4100000.000000,25,OPTIDX,NFO,5.000000
18642,54418,MIDCPNIFTY31JAN237500CE,MIDCPNIFTY,31JAN2023,750000.000000,75,OPTIDX,NFO,5.000000
18643,86341,NIFTY29DEC2216350PE,NIFTY,29DEC2022,1635000.000000,50,OPTIDX,NFO,5.000000
18645,84241,FINNIFTY27DEC2217400CE,FINNIFTY,27DEC2022,1740000.000000,40,OPTIDX,NFO,5.000000
18649,50692,BANKNIFTY01DEC2244000CE,BANKNIFTY,01DEC2022,4400000.000000,25,OPTIDX,NFO,5.000000
18654,44308,FINNIFTY13DEC2213700PE,FINNIFTY,13DEC2022,1370000.000000,40,OPTIDX,NFO,5.000000
18663,54032,FINNIFTY31JAN2316900PE,FINNIFTY,31JAN2023,1690000.000000,40,OPTIDX,NFO,5.000000
18681,55753,NIFTY25JAN2316550CE,NIFTY,25JAN2023,1655000.000000,50,OPTIDX,NFO,5.000000
18684,47326,NIFTY15DEC2219050PE,NIFTY,15DEC2022,1905000.000000,50,OPTIDX,NFO,5.000000
18685,86449,NIFTY29DEC2218600PE,NIFTY,29DEC2022,1860000.000000,50,OPTIDX,NFO,5.000000
18694,54280,MIDCPNIFTY31JAN235500PE,MIDCPNIFTY,31JAN2023,550000.000000,75,OPTIDX,NFO,5.000000
18698,68611,MIDCPNIFTY22NOV227850PE,MIDCPNIFTY,22NOV2022,785000.000000,75,OPTIDX,NFO,5.000000
18701,49019,FINNIFTY06DEC2218650CE,FINNIFTY,06DEC2022,1865000.000000,40,OPTIDX,NFO,5.000000
18723,60912,NIFTY24NOV2214650CE,NIFTY,24NOV2022,1465000.000000,50,OPTIDX,NFO,5.000000
18729,84290,FINNIFTY27DEC2219300PE,FINNIFTY,27DEC2022,1930000.000000,40,OPTIDX,NFO,5.000000
18731,42457,BANKNIFTY10NOV2241600CE,BANKNIFTY,10NOV2022,4160000.000000,25,OPTIDX,NFO,5.000000
18734,86362,NIFTY29DEC2216950CE,NIFTY,29DEC2022,1695000.000000,50,OPTIDX,NFO,5.000000
18735,37951,NIFTY03NOV2217050PE,NIFTY,03NOV2022,1705000.000000,50,OPTIDX,NFO,5.000000
18737,61430,NIFTY24NOV2218900CE,NIFTY,24NOV2022,1890000.000000,50,OPTIDX,NFO,5.000000
18748,49368,FINNIFTY20DEC2216900PE,FINNIFTY,20DEC2022,1690000.000000,40,OPTIDX,NFO,5.000000
18754,60290,MIDCPNIFTY01NOV228800CE,MIDCPNIFTY,01NOV2022,880000.000000,75,OPTIDX,NFO,5.000000
18765,53974,FINNIFTY31JAN2314700PE,FINNIFTY,31JAN2023,1470000.000000,40,OPTIDX,NFO,5.000000
18771,45468,BANKNIFTY01DEC2237300PE,BANKNIFTY,01DEC2022,3730000.000000,25,OPTIDX,NFO,5.000000
18793,51805,MIDCPNIFTY15NOV228650PE,MIDCPNIFTY,15NOV2022,865000.000000,75,OPTIDX,NFO,5.000000
18795,84296,FINNIFTY27DEC2219600PE,FINNIFTY,27DEC2022,1960000.000000,40,OPTIDX,NFO,5.000000
18800,62795,MIDCPNIFTY22NOV225300CE,MIDCPNIFTY,22NOV2022,530000.000000,75,OPTIDX,NFO,5.000000
18804,46575,BANKNIFTY17NOV2234500PE,BANKNIFTY,17NOV2022,3450000.000000,25,OPTIDX,NFO,5.000000
18808,49351,FINNIFTY20DEC2216500PE,FINNIFTY,20DEC2022,1650000.000000,40,OPTIDX,NFO,5.000000
18813,49716,FINNIFTY20DEC2220800CE,FINNIFTY,20DEC2022,2080000.000000,40,OPTIDX,NFO,5.000000
18823,38936,FINNIFTY29NOV2212500CE,FINNIFTY,29NOV2022,1250000.000000,40,OPTIDX,NFO,5.000000
18825,49735,FINNIFTY20DEC2221000CE,FINNIFTY,20DEC2022,2100000.000000,40,OPTIDX,NFO,5.000000
18842,40388,MIDCPNIFTY29NOV227400PE,MIDCPNIFTY,29NOV2022,740000.000000,75,OPTIDX,NFO,5.000000
18844,85381,BANKNIFTY29DEC2236900PE,BANKNIFTY,29DEC2022,3690000.000000,25,OPTIDX,NFO,5.000000
18845,85496,BANKNIFTY29DEC2239100CE,BANKNIFTY,29DEC2022,3910000.000000,25,OPTIDX,NFO,5.000000
18852,44653,FINNIFTY13DEC2221500CE,FINNIFTY,13DEC2022,2150000.000000,40,OPTIDX,NFO,5.000000
18853,45453,MIDCPNIFTY07NOV228250CE,MIDCPNIFTY,07NOV2022,825000.000000,75,OPTIDX,NFO,5.000000
18857,40773,MIDCPNIFTY06DEC225900CE,MIDCPNIFTY,06DEC2022,590000.000000,75,OPTIDX,NFO,5.000000
18863,84269,FINNIFTY27DEC2218400CE,FINNIFTY,27DEC2022,1840000.000000,40,OPTIDX,NFO,5.000000
18878,45634,MIDCPNIFTY07NOV229100CE,MIDCPNIFTY,07NOV2022,910000.000000,75,OPTIDX,NFO,5.000000
18885,45230,MIDCPNIFTY07NOV226700CE,MIDCPNIFTY,07NOV2022,670000.000000,75,OPTIDX,NFO,5.000000
18894,35157,BANKNIFTY10NOV2231000CE,BANKNIFTY,10NOV2022,3100000.000000,25,OPTIDX,NFO,5.000000
18898,40766,MIDCPNIFTY06DEC225700PE,MIDCPNIFTY,06DEC2022,570000.000000,75,OPTIDX,NFO,5.000000
18901,50352,BANKNIFTY01DEC2238200CE,BANKNIFTY,01DEC2022,3820000.000000,25,OPTIDX,NFO,5.000000
18909,51089,NIFTY22DEC2218000PE,NIFTY,22DEC2022,1800000.000000,50,OPTIDX,NFO,5.000000
18912,55464,BANKNIFTY25JAN2341000CE,BANKNIFTY,25JAN2023,4100000.000000,25,OPTIDX,NFO,5.000000
18914,55968,NIFTY25JAN2319250CE,NIFTY,25JAN2023,1925000.000000,50,OPTIDX,NFO,5.000000
18916,54410,MIDCPNIFTY31JAN237300CE,MIDCPNIFTY,31JAN2023,730000.000000,75,OPTIDX,NFO,5.000000
18922,85400,BANKNIFTY29DEC2238000CE,BANKNIFTY,29DEC2022,3800000.000000,25,OPTIDX,NFO,5.000000
18925,49770,NIFTY01DEC2214650CE,NIFTY,01DEC2022,1465000.000000,50,OPTIDX,NFO,5.000000
18937,49083,BANKNIFTY03NOV2233500PE,BANKNIFTY,03NOV2022,3350000.000000,25,OPTIDX,NFO,5.000000
18945,55972,NIFTY25JAN2319350CE,NIFTY,25JAN2023,1935000.000000,50,OPTIDX,NFO,5.000000
18955,55520,BANKNIFTY25JAN2342800CE,BANKNIFTY,25JAN2023,4280000.000000,25,OPTIDX,NFO,5.000000
18958,59871,FINNIFTY01NOV2216400CE,FINNIFTY,01NOV2022,1640000.000000,40,OPTIDX,NFO,5.000000
18961,54299,MIDCPNIFTY31JAN235950CE,MIDCPNIFTY,31JAN2023,595000.000000,75,OPTIDX,NFO,5.000000
18968,44328,FINNIFTY07NOV2213600CE,FINNIFTY,07NOV2022,1360000.000000,40,OPTIDX,NFO,5.000000
18970,54236,MIDCPNIFTY31JAN235000PE,MIDCPNIFTY,31JAN2023,500000.000000,75,OPTIDX,NFO,5.000000
18992,55122,NIFTY24DEC2518000PE,NIFTY,24DEC2025,1800000.000000,50,OPTIDX,NFO,5.000000
19007,49784,FINNIFTY20DEC2221800CE,FINNIFTY,20DEC2022,2180000.000000,40,OPTIDX,NFO,5.000000
19008,50225,MIDCPNIFTY20DEC228350PE,MIDCPNIFTY,20DEC2022,835000.000000,75,OPTIDX,NFO,5.000000
19012,54408,MIDCPNIFTY31JAN237250CE,MIDCPNIFTY,31JAN2023,725000.000000,75,OPTIDX,NFO,5.000000
19025,42473,BANKNIFTY10NOV2242100CE,BANKNIFTY,10NOV2022,4210000.000000,25,OPTIDX,NFO,5.000000
19033,84671,MIDCPNIFTY27DEC226950PE,MIDCPNIFTY,27DEC2022,695000.000000,75,OPTIDX,NFO,5.000000
19036,55711,NIFTY17NOV2219700CE,NIFTY,17NOV2022,1970000.000000,50,OPTIDX,NFO,5.000000
19038,46792,BANKNIFTY17NOV2241400CE,BANKNIFTY,17NOV2022,4140000.000000,25,OPTIDX,NFO,5.000000
19041,45080,MIDCPNIFTY07NOV225200CE,MIDCPNIFTY,07NOV2022,520000.000000,75,OPTIDX,NFO,5.000000
19044,40760,MIDCPNIFTY06DEC225650CE,MIDCPNIFTY,06DEC2022,565000.000000,75,OPTIDX,NFO,5.000000
19051,49120,BANKNIFTY03NOV2234000CE,BANKNIFTY,03NOV2022,3400000.000000,25,OPTIDX,NFO,5.000000
19052,42371,BANKNIFTY10NOV2239500PE,BANKNIFTY,10NOV2022,3950000.000000,25,OPTIDX,NFO,5.000000
19053,49834,NIFTY29DEC2211700PE,NIFTY,29DEC2022,1170000.000000,50,OPTIDX,NFO,5.000000
19063,38029,NIFTY03NOV2217900CE,NIFTY,03NOV2022,1790000.000000,50,OPTIDX,NFO,5.000000
19068,60662,BANKNIFTY24NOV2239900PE,BANKNIFTY,24NOV2022,3990000.000000,25,OPTIDX,NFO,5.000000
19077,45134,MIDCPNIFTY13DEC227600PE,MIDCPNIFTY,13DEC2022,760000.000000,75,OPTIDX,NFO,5.000000
19080,48527,FINNIFTY07NOV2218950CE,FINNIFTY,07NOV2022,1895000.000000,40,OPTIDX,NFO,5.000000
19090,84751,MIDCPNIFTY27DEC228650PE,MIDCPNIFTY,27DEC2022,865000.000000,75,OPTIDX,NFO,5.000000
19096,84272,FINNIFTY27DEC2218500PE,FINNIFTY,27DEC2022,1850000.000000,40,OPTIDX,NFO,5.000000
19100,46686,BANKNIFTY17NOV2237200CE,BANKNIFTY,17NOV2022,3720000.000000,25,OPTIDX,NFO,5.000000
19108,55478,BANKNIFTY25JAN2341500CE,BANKNIFTY,25JAN2023,4150000.000000,25,OPTIDX,NFO,5.000000
19132,50419,BANKNIFTY01DEC2240100PE,BANKNIFTY,01DEC2022,4010000.000000,25,OPTIDX,NFO,5.000000
19154,61345,NIFTY24NOV2217700CE,NIFTY,24NOV2022,1770000.000000,50,OPTIDX,NFO,5.000000
19161,51327,FINNIFTY15NOV2216300PE,FINNIFTY,15NOV2022,1630000.000000,40,OPTIDX,NFO,5.000000
19177,52603,NIFTY22DEC2219650PE,NIFTY,22DEC2022,1965000.000000,50,OPTIDX,NFO,5.000000
19189,49819,NIFTY01DEC2215250CE,NIFTY,01DEC2022,1525000.000000,50,OPTIDX,NFO,5.000000
19190,48486,FINNIFTY07NOV2217950PE,FINNIFTY,07NOV2022,1795000.000000,40,OPTIDX,NFO,5.000000
19191,48558,FINNIFTY07NOV2219550PE,FINNIFTY,07NOV2022,1955000.000000,40,OPTIDX,NFO,5.000000
19195,42874,NIFTY08DEC2218400PE,NIFTY,08DEC2022,1840000.000000,50,OPTIDX,NFO,5.000000
19206,55524,BANKNIFTY25JAN2342900PE,BANKNIFTY,25JAN2023,4290000.000000,25,OPTIDX,NFO,5.000000
19214,86334,NIFTY29DEC2216200CE,NIFTY,29DEC2022,1620000.000000,50,OPTIDX,NFO,5.000000
19233,42872,NIFTY08DEC2218400CE,NIFTY,08DEC2022,1840000.000000,50,OPTIDX,NFO,5.000000
19245,44785,FINNIFTY07NOV2218700PE,FINNIFTY,07NOV2022,1870000.000000,40,OPTIDX,NFO,5.000000
19246,60926,NIFTY24NOV2214950CE,NIFTY,24NOV2022,1495000.000000,50,OPTIDX,NFO,5.000000
19256,54322,NIFTY17NOV2215450PE,NIFTY,17NOV2022,1545000.000000,50,OPTIDX,NFO,5.000000
19258,61338,NIFTY24NOV2217500PE,NIFTY,24NOV2022,1750000.000000,50,OPTIDX,NFO,5.000000
19264,85544,BANKNIFTY29DEC2239600PE,BANKNIFTY,29DEC2022,3960000.000000,25,OPTIDX,NFO,5.000000
19275,38413,BANKNIFTY01DEC2233500PE,BANKNIFTY,01DEC2022,3350000.000000,25,OPTIDX,NFO,5.000000
19276,48839,FINNIFTY22NOV2219150PE,FINNIFTY,22NOV2022,1915000.000000,40,OPTIDX,NFO,5.000000
19278,46824,BANKNIFTY17NOV2242100PE,BANKNIFTY,17NOV2022,4210000.000000,25,OPTIDX,NFO,5.000000
19281,85404,BANKNIFTY29DEC2238200CE,BANKNIFTY,29DEC2022,3820000.000000,25,OPTIDX,NFO,5.000000
19283,49255,FINNIFTY20DEC2214800PE,FINNIFTY,20DEC2022,1480000.000000,40,OPTIDX,NFO,5.000000
19284,45103,MIDCPNIFTY13DEC227300CE,MIDCPNIFTY,13DEC2022,730000.000000,75,OPTIDX,NFO,5.000000
19304,48643,FINNIFTY15NOV2217350CE,FINNIFTY,15NOV2022,1735000.000000,40,OPTIDX,NFO,5.000000
19306,55967,NIFTY25JAN2319200PE,NIFTY,25JAN2023,1920000.000000,50,OPTIDX,NFO,5.000000
19309,55742,NIFTY17NOV2219950PE,NIFTY,17NOV2022,1995000.000000,50,OPTIDX,NFO,5.000000
19316,59827,FINNIFTY01NOV2214500PE,FINNIFTY,01NOV2022,1450000.000000,40,OPTIDX,NFO,5.000000
19317,40082,NIFTY28DEC2315000CE,NIFTY,28DEC2023,1500000.000000,50,OPTIDX,NFO,5.000000
19318,49327,BANKNIFTY03NOV2239400PE,BANKNIFTY,03NOV2022,3940000.000000,25,OPTIDX,NFO,5.000000
19319,45062,MIDCPNIFTY13DEC226600PE,MIDCPNIFTY,13DEC2022,660000.000000,75,OPTIDX,NFO,5.000000
19329,55949,NIFTY25JAN2318850PE,NIFTY,25JAN2023,1885000.000000,50,OPTIDX,NFO,5.000000
19335,61483,NIFTY24NOV2219450PE,NIFTY,24NOV2022,1945000.000000,50,OPTIDX,NFO,5.000000
19339,40851,MIDCPNIFTY06DEC227300CE,MIDCPNIFTY,06DEC2022,730000.000000,75,OPTIDX,NFO,5.000000
19346,54139,FINNIFTY31JAN2321600CE,FINNIFTY,31JAN2023,2160000.000000,40,OPTIDX,NFO,5.000000
19360,42363,BANKNIFTY10NOV2239400PE,BANKNIFTY,10NOV2022,3940000.000000,25,OPTIDX,NFO,5.000000
19365,46780,BANKNIFTY17NOV2240800CE,BANKNIFTY,17NOV2022,4080000.000000,25,OPTIDX,NFO,5.000000
19368,44830,BANKNIFTY29DEC2246500CE,BANKNIFTY,29DEC2022,4650000.000000,25,OPTIDX,NFO,5.000000
19374,48826,FINNIFTY22NOV2218550PE,FINNIFTY,22NOV2022,1855000.000000,40,OPTIDX,NFO,5.000000
19375,42713,NIFTY08DEC2216550CE,NIFTY,08DEC2022,1655000.000000,50,OPTIDX,NFO,5.000000
19377,42886,NIFTY08DEC2218550PE,NIFTY,08DEC2022,1855000.000000,50,OPTIDX,NFO,5.000000
19382,35588,NIFTY29DEC2216500CE,NIFTY,29DEC2022,1650000.000000,50,OPTIDX,NFO,5.000000
19390,49830,NIFTY01DEC2215400CE,NIFTY,01DEC2022,1540000.000000,50,OPTIDX,NFO,5.000000
19395,48667,FINNIFTY15NOV2217950CE,FINNIFTY,15NOV2022,1795000.000000,40,OPTIDX,NFO,5.000000
19396,51295,FINNIFTY15NOV2215700CE,FINNIFTY,15NOV2022,1570000.000000,40,OPTIDX,NFO,5.000000
19429,55328,BANKNIFTY25JAN2335000CE,BANKNIFTY,25JAN2023,3500000.000000,25,OPTIDX,NFO,5.000000
19434,49985,NIFTY01DEC2217550CE,NIFTY,01DEC2022,1755000.000000,50,OPTIDX,NFO,5.000000
19439,42378,BANKNIFTY10NOV2239700PE,BANKNIFTY,10NOV2022,3970000.000000,25,OPTIDX,NFO,5.000000
19444,40296,MIDCPNIFTY29NOV226600CE,MIDCPNIFTY,29NOV2022,660000.000000,75,OPTIDX,NFO,5.000000
19447,39709,FINNIFTY29NOV2216900PE,FINNIFTY,29NOV2022,1690000.000000,40,OPTIDX,NFO,5.000000
19448,57119,BANKNIFTY30MAR2331500CE,BANKNIFTY,30MAR2023,3150000.000000,25,OPTIDX,NFO,5.000000
19452,60155,MIDCPNIFTY01NOV225500CE,MIDCPNIFTY,01NOV2022,550000.000000,75,OPTIDX,NFO,5.000000
19456,39157,FINNIFTY29NOV2213900CE,FINNIFTY,29NOV2022,1390000.000000,40,OPTIDX,NFO,5.000000
19468,36399,BANKNIFTY03NOV2235600PE,BANKNIFTY,03NOV2022,3560000.000000,25,OPTIDX,NFO,5.000000
19472,40490,FINNIFTY06DEC2220800PE,FINNIFTY,06DEC2022,2080000.000000,40,OPTIDX,NFO,5.000000
19475,49253,BANKNIFTY03NOV2237500PE,BANKNIFTY,03NOV2022,3750000.000000,25,OPTIDX,NFO,5.000000
19484,60200,MIDCPNIFTY01NOV226600PE,MIDCPNIFTY,01NOV2022,660000.000000,75,OPTIDX,NFO,5.000000
19496,48327,FINNIFTY01NOV2217550PE,FINNIFTY,01NOV2022,1755000.000000,40,OPTIDX,NFO,5.000000
19516,55147,NIFTY17NOV2218400PE,NIFTY,17NOV2022,1840000.000000,50,OPTIDX,NFO,5.000000
19520,60859,BANKNIFTY24NOV2245000PE,BANKNIFTY,24NOV2022,4500000.000000,25,OPTIDX,NFO,5.000000
19524,50185,MIDCPNIFTY20DEC227600PE,MIDCPNIFTY,20DEC2022,760000.000000,75,OPTIDX,NFO,5.000000
19525,42338,BANKNIFTY10NOV2238800PE,BANKNIFTY,10NOV2022,3880000.000000,25,OPTIDX,NFO,5.000000
19528,54411,MIDCPNIFTY31JAN237300PE,MIDCPNIFTY,31JAN2023,730000.000000,75,OPTIDX,NFO,5.000000
19529,50041,NIFTY01DEC2218300CE,NIFTY,01DEC2022,1830000.000000,50,OPTIDX,NFO,5.000000
19540,51218,FINNIFTY15NOV2214200CE,FINNIFTY,15NOV2022,1420000.000000,40,OPTIDX,NFO,5.000000
19544,55566,BANKNIFTY25JAN2344500CE,BANKNIFTY,25JAN2023,4450000.000000,25,OPTIDX,NFO,5.000000
19545,55558,BANKNIFTY25JAN2344100CE,BANKNIFTY,25JAN2023,4410000.000000,25,OPTIDX,NFO,5.000000
19559,51752,MIDCPNIFTY15NOV227900CE,MIDCPNIFTY,15NOV2022,790000.000000,75,OPTIDX,NFO,5.000000
19565,59798,FINNIFTY22NOV2220900CE,FINNIFTY,22NOV2022,2090000.000000,40,OPTIDX,NFO,5.000000
19568,51142,NIFTY22DEC2218600CE,NIFTY,22DEC2022,1860000.000000,50,OPTIDX,NFO,5.000000
19569,51391,FINNIFTY15NOV2219000CE,FINNIFTY,15NOV2022,1900000.000000,40,OPTIDX,NFO,5.000000
19580,55827,NIFTY25JAN2317350CE,NIFTY,25JAN2023,1735000.000000,50,OPTIDX,NFO,5.000000
19583,54452,MIDCPNIFTY31JAN238000PE,MIDCPNIFTY,31JAN2023,800000.000000,75,OPTIDX,NFO,5.000000
19603,41018,NIFTY27JUN2418500CE,NIFTY,27JUN2024,1850000.000000,50,OPTIDX,NFO,5.000000
19619,49386,FINNIFTY20DEC2217050CE,FINNIFTY,20DEC2022,1705000.000000,40,OPTIDX,NFO,5.000000
19635,51683,MIDCPNIFTY15NOV226700PE,MIDCPNIFTY,15NOV2022,670000.000000,75,OPTIDX,NFO,5.000000
19641,42625,NIFTY08DEC2215400CE,NIFTY,08DEC2022,1540000.000000,50,OPTIDX,NFO,5.000000
19653,44715,FINNIFTY07NOV2217500PE,FINNIFTY,07NOV2022,1750000.000000,40,OPTIDX,NFO,5.000000
19655,59891,FINNIFTY01NOV2217400CE,FINNIFTY,01NOV2022,1740000.000000,40,OPTIDX,NFO,5.000000
19661,42458,BANKNIFTY10NOV2241600PE,BANKNIFTY,10NOV2022,4160000.000000,25,OPTIDX,NFO,5.000000
19662,40083,NIFTY28DEC2315000PE,NIFTY,28DEC2023,1500000.000000,50,OPTIDX,NFO,5.000000
19665,55512,BANKNIFTY25JAN2342400CE,BANKNIFTY,25JAN2023,4240000.000000,25,OPTIDX,NFO,5.000000
19670,37711,NIFTY29DEC2223000PE,NIFTY,29DEC2022,2300000.000000,50,OPTIDX,NFO,5.000000
19679,48837,FINNIFTY22NOV2219050PE,FINNIFTY,22NOV2022,1905000.000000,40,OPTIDX,NFO,5.000000
