,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
47862,42475,BANKNIFTY10NOV2242200CE,BANKNIFTY,10NOV2022,4220000.000000,25,OPTIDX,NFO,5.000000
47866,84166,FINNIFTY27DEC2214100PE,FINNIFTY,27DEC2022,1410000.000000,40,OPTIDX,NFO,5.000000
47876,42356,BANKNIFTY10NOV2239300CE,BANKNIFTY,10NOV2022,3930000.000000,25,OPTIDX,NFO,5.000000
47885,54052,FINNIFTY31JAN2317900PE,FINNIFTY,31JAN2023,1790000.000000,40,OPTIDX,NFO,5.000000
47888,51703,MIDCPNIFTY15NOV227050PE,MIDCPNIFTY,15NOV2022,705000.000000,75,OPTIDX,NFO,5.000000
47897,54481,MIDCPNIFTY31JAN238550CE,MIDCPNIFTY,31JAN2023,855000.000000,75,OPTIDX,NFO,5.000000
47906,60057,FINNIFTY01NOV2221600CE,FINNIFTY,01NOV2022,2160000.000000,40,OPTIDX,NFO,5.000000
47913,45238,MIDCPNIFTY07NOV226900CE,MIDCPNIFTY,07NOV2022,690000.000000,75,OPTIDX,NFO,5.000000
47931,46738,BANKNIFTY17NOV2239200CE,BANKNIFTY,17NOV2022,3920000.000000,25,OPTIDX,NFO,5.000000
47953,40905,MIDCPNIFTY06DEC227750CE,MIDCPNIFTY,06DEC2022,775000.000000,75,OPTIDX,NFO,5.000000
47968,50401,BANKNIFTY01DEC2239600CE,BANKNIFTY,01DEC2022,3960000.000000,25,OPTIDX,NFO,5.000000
47971,46736,BANKNIFTY17NOV2239100CE,BANKNIFTY,17NOV2022,3910000.000000,25,OPTIDX,NFO,5.000000
47976,49558,FINNIFTY20DEC2218800CE,FINNIFTY,20DEC2022,1880000.000000,40,OPTIDX,NFO,5.000000
47983,55667,NIFTY25JAN2315700CE,NIFTY,25JAN2023,1570000.000000,50,OPTIDX,NFO,5.000000
47991,48351,FINNIFTY01NOV2218050PE,FINNIFTY,01NOV2022,1805000.000000,40,OPTIDX,NFO,5.000000
48000,40833,MIDCPNIFTY06DEC226850CE,MIDCPNIFTY,06DEC2022,685000.000000,75,OPTIDX,NFO,5.000000
48002,60747,BANKNIFTY24NOV2241900CE,BANKNIFTY,24NOV2022,4190000.000000,25,OPTIDX,NFO,5.000000
48011,58598,NIFTY29DEC2222000CE,NIFTY,29DEC2022,2200000.000000,50,OPTIDX,NFO,5.000000
48015,85957,BANKNIFTY29DEC2244000CE,BANKNIFTY,29DEC2022,4400000.000000,25,OPTIDX,NFO,5.000000
48017,86379,NIFTY29DEC2217400PE,NIFTY,29DEC2022,1740000.000000,50,OPTIDX,NFO,5.000000
48021,49246,FINNIFTY20DEC2214700CE,FINNIFTY,20DEC2022,1470000.000000,40,OPTIDX,NFO,5.000000
48023,40233,MIDCPNIFTY29NOV225800PE,MIDCPNIFTY,29NOV2022,580000.000000,75,OPTIDX,NFO,5.000000
48026,44607,FINNIFTY07NOV2216500PE,FINNIFTY,07NOV2022,1650000.000000,40,OPTIDX,NFO,5.000000
48035,44747,FINNIFTY07NOV2218000PE,FINNIFTY,07NOV2022,1800000.000000,40,OPTIDX,NFO,5.000000
48050,48439,NIFTY10NOV2219050PE,NIFTY,10NOV2022,1905000.000000,50,OPTIDX,NFO,5.000000
48070,55418,BANKNIFTY25JAN2339200CE,BANKNIFTY,25JAN2023,3920000.000000,25,OPTIDX,NFO,5.000000
48071,44909,FINNIFTY07NOV2221600PE,FINNIFTY,07NOV2022,2160000.000000,40,OPTIDX,NFO,5.000000
48074,55962,NIFTY25JAN2319100CE,NIFTY,25JAN2023,1910000.000000,50,OPTIDX,NFO,5.000000
48093,48313,FINNIFTY01NOV2217250CE,FINNIFTY,01NOV2022,1725000.000000,40,OPTIDX,NFO,5.000000
48108,46208,BANKNIFTY01DEC2237900PE,BANKNIFTY,01DEC2022,3790000.000000,25,OPTIDX,NFO,5.000000
48119,50380,BANKNIFTY01DEC2239000PE,BANKNIFTY,01DEC2022,3900000.000000,25,OPTIDX,NFO,5.000000
48126,47033,NIFTY15DEC2215600PE,NIFTY,15DEC2022,1560000.000000,50,OPTIDX,NFO,5.000000
48132,46194,BANKNIFTY01DEC2237600PE,BANKNIFTY,01DEC2022,3760000.000000,25,OPTIDX,NFO,5.000000
48134,35413,BANKNIFTY01DEC2232500PE,BANKNIFTY,01DEC2022,3250000.000000,25,OPTIDX,NFO,5.000000
48141,45096,MIDCPNIFTY07NOV225250CE,MIDCPNIFTY,07NOV2022,525000.000000,75,OPTIDX,NFO,5.000000
48147,47223,NIFTY15DEC2217400CE,NIFTY,15DEC2022,1740000.000000,50,OPTIDX,NFO,5.000000
48172,51333,FINNIFTY15NOV2216600PE,FINNIFTY,15NOV2022,1660000.000000,40,OPTIDX,NFO,5.000000
48184,59537,FINNIFTY22NOV2217000PE,FINNIFTY,22NOV2022,1700000.000000,40,OPTIDX,NFO,5.000000
48188,53867,FINNIFTY29NOV2217850PE,FINNIFTY,29NOV2022,1785000.000000,40,OPTIDX,NFO,5.000000
48201,49247,BANKNIFTY03NOV2237300PE,BANKNIFTY,03NOV2022,3730000.000000,25,OPTIDX,NFO,5.000000
48209,50032,MIDCPNIFTY20DEC226200PE,MIDCPNIFTY,20DEC2022,620000.000000,75,OPTIDX,NFO,5.000000
48210,44844,FINNIFTY07NOV2220100CE,FINNIFTY,07NOV2022,2010000.000000,40,OPTIDX,NFO,5.000000
48214,84238,FINNIFTY27DEC2217200PE,FINNIFTY,27DEC2022,1720000.000000,40,OPTIDX,NFO,5.000000
48229,47403,NIFTY15DEC2219900PE,NIFTY,15DEC2022,1990000.000000,50,OPTIDX,NFO,5.000000
48230,44529,FINNIFTY13DEC2219700CE,FINNIFTY,13DEC2022,1970000.000000,40,OPTIDX,NFO,5.000000
48231,52629,NIFTY22DEC2219900PE,NIFTY,22DEC2022,1990000.000000,50,OPTIDX,NFO,5.000000
48242,42933,NIFTY08DEC2219150CE,NIFTY,08DEC2022,1915000.000000,50,OPTIDX,NFO,5.000000
48243,84489,MIDCPNIFTY27DEC225150CE,MIDCPNIFTY,27DEC2022,515000.000000,75,OPTIDX,NFO,5.000000
48244,38007,NIFTY03NOV2217500PE,NIFTY,03NOV2022,1750000.000000,50,OPTIDX,NFO,5.000000
48250,49691,FINNIFTY20DEC2220500PE,FINNIFTY,20DEC2022,2050000.000000,40,OPTIDX,NFO,5.000000
48254,85998,BANKNIFTY28SEP2343500PE,BANKNIFTY,28SEP2023,4350000.000000,25,OPTIDX,NFO,5.000000
48258,42662,NIFTY08DEC2215750PE,NIFTY,08DEC2022,1575000.000000,50,OPTIDX,NFO,5.000000
48259,51246,FINNIFTY15NOV2214600CE,FINNIFTY,15NOV2022,1460000.000000,40,OPTIDX,NFO,5.000000
48262,60141,MIDCPNIFTY01NOV225250CE,MIDCPNIFTY,01NOV2022,525000.000000,75,OPTIDX,NFO,5.000000
48278,40073,NIFTY29DEC2215000PE,NIFTY,29DEC2022,1500000.000000,50,OPTIDX,NFO,5.000000
48292,51336,FINNIFTY15NOV2216800CE,FINNIFTY,15NOV2022,1680000.000000,40,OPTIDX,NFO,5.000000
48314,61191,NIFTY24NOV2216550PE,NIFTY,24NOV2022,1655000.000000,50,OPTIDX,NFO,5.000000
48324,56329,BANKNIFTY29JUN2327000PE,BANKNIFTY,29JUN2023,2700000.000000,25,OPTIDX,NFO,5.000000
48328,45017,MIDCPNIFTY13DEC226400PE,MIDCPNIFTY,13DEC2022,640000.000000,75,OPTIDX,NFO,5.000000
48334,51185,NIFTY22DEC2218950PE,NIFTY,22DEC2022,1895000.000000,50,OPTIDX,NFO,5.000000
48337,53952,FINNIFTY31JAN2313500PE,FINNIFTY,31JAN2023,1350000.000000,40,OPTIDX,NFO,5.000000
48359,51631,MIDCPNIFTY15NOV225800PE,MIDCPNIFTY,15NOV2022,580000.000000,75,OPTIDX,NFO,5.000000
48397,48467,NIFTY10NOV2219400CE,NIFTY,10NOV2022,1940000.000000,50,OPTIDX,NFO,5.000000
48399,39871,FINNIFTY06DEC2216400PE,FINNIFTY,06DEC2022,1640000.000000,40,OPTIDX,NFO,5.000000
48406,43411,NIFTY29JUN2314500CE,NIFTY,29JUN2023,1450000.000000,50,OPTIDX,NFO,5.000000
48422,58299,FINNIFTY22NOV2214000CE,FINNIFTY,22NOV2022,1400000.000000,40,OPTIDX,NFO,5.000000
48435,54570,NIFTY17NOV2216900PE,NIFTY,17NOV2022,1690000.000000,50,OPTIDX,NFO,5.000000
48441,84240,FINNIFTY27DEC2217300PE,FINNIFTY,27DEC2022,1730000.000000,40,OPTIDX,NFO,5.000000
48447,49244,FINNIFTY20DEC2214600CE,FINNIFTY,20DEC2022,1460000.000000,40,OPTIDX,NFO,5.000000
48450,38360,NIFTY03NOV2219850CE,NIFTY,03NOV2022,1985000.000000,50,OPTIDX,NFO,5.000000
48453,86407,NIFTY29DEC2218200PE,NIFTY,29DEC2022,1820000.000000,50,OPTIDX,NFO,5.000000
48471,39711,FINNIFTY29NOV2217000PE,FINNIFTY,29NOV2022,1700000.000000,40,OPTIDX,NFO,5.000000
48479,46787,BANKNIFTY17NOV2241100PE,BANKNIFTY,17NOV2022,4110000.000000,25,OPTIDX,NFO,5.000000
48483,39643,FINNIFTY06DEC2214200PE,FINNIFTY,06DEC2022,1420000.000000,40,OPTIDX,NFO,5.000000
48484,45092,MIDCPNIFTY13DEC227100PE,MIDCPNIFTY,13DEC2022,710000.000000,75,OPTIDX,NFO,5.000000
48485,84676,MIDCPNIFTY27DEC227100CE,MIDCPNIFTY,27DEC2022,710000.000000,75,OPTIDX,NFO,5.000000
48493,53962,FINNIFTY31JAN2314500PE,FINNIFTY,31JAN2023,1450000.000000,40,OPTIDX,NFO,5.000000
48498,42896,NIFTY08DEC2218700PE,NIFTY,08DEC2022,1870000.000000,50,OPTIDX,NFO,5.000000
48502,46977,NIFTY15DEC2215000CE,NIFTY,15DEC2022,1500000.000000,50,OPTIDX,NFO,5.000000
48505,68604,MIDCPNIFTY22NOV227700CE,MIDCPNIFTY,22NOV2022,770000.000000,75,OPTIDX,NFO,5.000000
48507,49340,FINNIFTY20DEC2216250PE,FINNIFTY,20DEC2022,1625000.000000,40,OPTIDX,NFO,5.000000
48513,42397,BANKNIFTY10NOV2240200PE,BANKNIFTY,10NOV2022,4020000.000000,25,OPTIDX,NFO,5.000000
48521,40762,MIDCPNIFTY06DEC225650PE,MIDCPNIFTY,06DEC2022,565000.000000,75,OPTIDX,NFO,5.000000
48533,49034,FINNIFTY06DEC2219050PE,FINNIFTY,06DEC2022,1905000.000000,40,OPTIDX,NFO,5.000000
48546,39948,FINNIFTY06DEC2216700PE,FINNIFTY,06DEC2022,1670000.000000,40,OPTIDX,NFO,5.000000
48550,45082,MIDCPNIFTY13DEC226900PE,MIDCPNIFTY,13DEC2022,690000.000000,75,OPTIDX,NFO,5.000000
48552,46956,NIFTY15DEC2214700PE,NIFTY,15DEC2022,1470000.000000,50,OPTIDX,NFO,5.000000
48555,39585,FINNIFTY29NOV2215700CE,FINNIFTY,29NOV2022,1570000.000000,40,OPTIDX,NFO,5.000000
48567,40774,MIDCPNIFTY06DEC225900PE,MIDCPNIFTY,06DEC2022,590000.000000,75,OPTIDX,NFO,5.000000
48574,61393,NIFTY24NOV2218450CE,NIFTY,24NOV2022,1845000.000000,50,OPTIDX,NFO,5.000000
48578,55323,BANKNIFTY25JAN2333500PE,BANKNIFTY,25JAN2023,3350000.000000,25,OPTIDX,NFO,5.000000
48593,47897,NIFTY10NOV2215800PE,NIFTY,10NOV2022,1580000.000000,50,OPTIDX,NFO,5.000000
48598,39611,FINNIFTY06DEC2213000PE,FINNIFTY,06DEC2022,1300000.000000,40,OPTIDX,NFO,5.000000
48605,40427,MIDCPNIFTY29NOV227750PE,MIDCPNIFTY,29NOV2022,775000.000000,75,OPTIDX,NFO,5.000000
48634,68533,MIDCPNIFTY22NOV226800CE,MIDCPNIFTY,22NOV2022,680000.000000,75,OPTIDX,NFO,5.000000
48641,51642,MIDCPNIFTY15NOV226050CE,MIDCPNIFTY,15NOV2022,605000.000000,75,OPTIDX,NFO,5.000000
48661,61218,NIFTY24NOV2216850PE,NIFTY,24NOV2022,1685000.000000,50,OPTIDX,NFO,5.000000
48663,50872,NIFTY22DEC2215600CE,NIFTY,22DEC2022,1560000.000000,50,OPTIDX,NFO,5.000000
48664,51455,NIFTY25JUN2621000PE,NIFTY,25JUN2026,2100000.000000,50,OPTIDX,NFO,5.000000
48686,49551,BANKNIFTY03NOV2242200CE,BANKNIFTY,03NOV2022,4220000.000000,25,OPTIDX,NFO,5.000000
48691,47649,NIFTY10NOV2215150PE,NIFTY,10NOV2022,1515000.000000,50,OPTIDX,NFO,5.000000
48700,42857,NIFTY08DEC2218150PE,NIFTY,08DEC2022,1815000.000000,50,OPTIDX,NFO,5.000000
48708,53865,FINNIFTY29NOV2217750PE,FINNIFTY,29NOV2022,1775000.000000,40,OPTIDX,NFO,5.000000
48709,85395,BANKNIFTY29DEC2237700PE,BANKNIFTY,29DEC2022,3770000.000000,25,OPTIDX,NFO,5.000000
48712,44392,FINNIFTY13DEC2216200PE,FINNIFTY,13DEC2022,1620000.000000,40,OPTIDX,NFO,5.000000
48724,60482,BANKNIFTY24NOV2236200PE,BANKNIFTY,24NOV2022,3620000.000000,25,OPTIDX,NFO,5.000000
48747,37899,NIFTY03NOV2216250CE,NIFTY,03NOV2022,1625000.000000,50,OPTIDX,NFO,5.000000
48750,48454,FINNIFTY07NOV2217250CE,FINNIFTY,07NOV2022,1725000.000000,40,OPTIDX,NFO,5.000000
48761,40525,MIDCPNIFTY29NOV228650CE,MIDCPNIFTY,29NOV2022,865000.000000,75,OPTIDX,NFO,5.000000
48769,49685,BANKNIFTY03NOV2244100PE,BANKNIFTY,03NOV2022,4410000.000000,25,OPTIDX,NFO,5.000000
48781,68507,MIDCPNIFTY22NOV226150CE,MIDCPNIFTY,22NOV2022,615000.000000,75,OPTIDX,NFO,5.000000
48802,42294,BANKNIFTY10NOV2237600CE,BANKNIFTY,10NOV2022,3760000.000000,25,OPTIDX,NFO,5.000000
48804,85398,BANKNIFTY29DEC2237900CE,BANKNIFTY,29DEC2022,3790000.000000,25,OPTIDX,NFO,5.000000
48815,49191,FINNIFTY13DEC2218650CE,FINNIFTY,13DEC2022,1865000.000000,40,OPTIDX,NFO,5.000000
48819,39270,FINNIFTY29NOV2214300PE,FINNIFTY,29NOV2022,1430000.000000,40,OPTIDX,NFO,5.000000
48824,52112,FINNIFTY01NOV2213700CE,FINNIFTY,01NOV2022,1370000.000000,40,OPTIDX,NFO,5.000000
48826,55420,BANKNIFTY25JAN2339300CE,BANKNIFTY,25JAN2023,3930000.000000,25,OPTIDX,NFO,5.000000
48828,85353,BANKNIFTY29DEC2235500CE,BANKNIFTY,29DEC2022,3550000.000000,25,OPTIDX,NFO,5.000000
48831,55037,NIFTY17NOV2218050CE,NIFTY,17NOV2022,1805000.000000,50,OPTIDX,NFO,5.000000
48834,84767,MIDCPNIFTY27DEC229000PE,MIDCPNIFTY,27DEC2022,900000.000000,75,OPTIDX,NFO,5.000000
48859,85189,BANKNIFTY29DEC2232500PE,BANKNIFTY,29DEC2022,3250000.000000,25,OPTIDX,NFO,5.000000
48873,35004,BANKNIFTY01DEC2230000CE,BANKNIFTY,01DEC2022,3000000.000000,25,OPTIDX,NFO,5.000000
48874,84169,FINNIFTY27DEC2214300CE,FINNIFTY,27DEC2022,1430000.000000,40,OPTIDX,NFO,5.000000
48883,62769,MIDCPNIFTY22NOV225100PE,MIDCPNIFTY,22NOV2022,510000.000000,75,OPTIDX,NFO,5.000000
48889,49621,FINNIFTY20DEC2219350PE,FINNIFTY,20DEC2022,1935000.000000,40,OPTIDX,NFO,5.000000
48892,54902,NIFTY17NOV2217500PE,NIFTY,17NOV2022,1750000.000000,50,OPTIDX,NFO,5.000000
48894,47272,NIFTY15DEC2218050PE,NIFTY,15DEC2022,1805000.000000,50,OPTIDX,NFO,5.000000
48895,47360,NIFTY15DEC2219450PE,NIFTY,15DEC2022,1945000.000000,50,OPTIDX,NFO,5.000000
48896,56335,BANKNIFTY29JUN2331500PE,BANKNIFTY,29JUN2023,3150000.000000,25,OPTIDX,NFO,5.000000
48898,44531,FINNIFTY07NOV2216000PE,FINNIFTY,07NOV2022,1600000.000000,40,OPTIDX,NFO,5.000000
48900,39770,FINNIFTY06DEC2215400PE,FINNIFTY,06DEC2022,1540000.000000,40,OPTIDX,NFO,5.000000
48928,60134,MIDCPNIFTY01NOV225050PE,MIDCPNIFTY,01NOV2022,505000.000000,75,OPTIDX,NFO,5.000000
48929,47013,NIFTY15DEC2215450CE,NIFTY,15DEC2022,1545000.000000,50,OPTIDX,NFO,5.000000
48930,55424,BANKNIFTY25JAN2339500CE,BANKNIFTY,25JAN2023,3950000.000000,25,OPTIDX,NFO,5.000000
48934,55695,NIFTY26DEC2411000PE,NIFTY,26DEC2024,1100000.000000,50,OPTIDX,NFO,5.000000
48936,40735,MIDCPNIFTY06DEC225150CE,MIDCPNIFTY,06DEC2022,515000.000000,75,OPTIDX,NFO,5.000000
48940,47176,NIFTY15DEC2216850PE,NIFTY,15DEC2022,1685000.000000,50,OPTIDX,NFO,5.000000
48942,44404,FINNIFTY07NOV2214400CE,FINNIFTY,07NOV2022,1440000.000000,40,OPTIDX,NFO,5.000000
48951,42155,BANKNIFTY10NOV2233500PE,BANKNIFTY,10NOV2022,3350000.000000,25,OPTIDX,NFO,5.000000
48960,49447,BANKNIFTY03NOV2240700CE,BANKNIFTY,03NOV2022,4070000.000000,25,OPTIDX,NFO,5.000000
48965,60146,MIDCPNIFTY01NOV225350PE,MIDCPNIFTY,01NOV2022,535000.000000,75,OPTIDX,NFO,5.000000
48981,37876,NIFTY03NOV2216050CE,NIFTY,03NOV2022,1605000.000000,50,OPTIDX,NFO,5.000000
48984,55474,BANKNIFTY25JAN2341300CE,BANKNIFTY,25JAN2023,4130000.000000,25,OPTIDX,NFO,5.000000
48995,51063,NIFTY22DEC2217750CE,NIFTY,22DEC2022,1775000.000000,50,OPTIDX,NFO,5.000000
48998,50126,MIDCPNIFTY20DEC226900CE,MIDCPNIFTY,20DEC2022,690000.000000,75,OPTIDX,NFO,5.000000
49001,84701,MIDCPNIFTY27DEC227600PE,MIDCPNIFTY,27DEC2022,760000.000000,75,OPTIDX,NFO,5.000000
49009,47130,NIFTY15DEC2216600PE,NIFTY,15DEC2022,1660000.000000,50,OPTIDX,NFO,5.000000
49010,45636,MIDCPNIFTY07NOV229150CE,MIDCPNIFTY,07NOV2022,915000.000000,75,OPTIDX,NFO,5.000000
49032,42202,BANKNIFTY10NOV2235600CE,BANKNIFTY,10NOV2022,3560000.000000,25,OPTIDX,NFO,5.000000
49033,50557,NIFTY25JUN2618000PE,NIFTY,25JUN2026,1800000.000000,50,OPTIDX,NFO,5.000000
49035,40874,MIDCPNIFTY06DEC227550CE,MIDCPNIFTY,06DEC2022,755000.000000,75,OPTIDX,NFO,5.000000
49045,51187,NIFTY22DEC2219000PE,NIFTY,22DEC2022,1900000.000000,50,OPTIDX,NFO,5.000000
49048,59836,FINNIFTY01NOV2215000CE,FINNIFTY,01NOV2022,1500000.000000,40,OPTIDX,NFO,5.000000
49050,54135,FINNIFTY31JAN2321400CE,FINNIFTY,31JAN2023,2140000.000000,40,OPTIDX,NFO,5.000000
49051,59811,FINNIFTY22NOV2221000PE,FINNIFTY,22NOV2022,2100000.000000,40,OPTIDX,NFO,5.000000
49059,55110,NIFTY29DEC2218000PE,NIFTY,29DEC2022,1800000.000000,50,OPTIDX,NFO,5.000000
49068,68532,MIDCPNIFTY22NOV226750PE,MIDCPNIFTY,22NOV2022,675000.000000,75,OPTIDX,NFO,5.000000
49093,54275,NIFTY17NOV2215150CE,NIFTY,17NOV2022,1515000.000000,50,OPTIDX,NFO,5.000000
49096,48251,NIFTY10NOV2217800PE,NIFTY,10NOV2022,1780000.000000,50,OPTIDX,NFO,5.000000
49098,37762,NIFTY03NOV2214950PE,NIFTY,03NOV2022,1495000.000000,50,OPTIDX,NFO,5.000000
49101,84323,FINNIFTY27DEC2221000CE,FINNIFTY,27DEC2022,2100000.000000,40,OPTIDX,NFO,5.000000
49112,60871,BANKNIFTY24NOV2246000PE,BANKNIFTY,24NOV2022,4600000.000000,25,OPTIDX,NFO,5.000000
49114,44496,FINNIFTY07NOV2215600PE,FINNIFTY,07NOV2022,1560000.000000,40,OPTIDX,NFO,5.000000
49122,55675,NIFTY25JAN2315900CE,NIFTY,25JAN2023,1590000.000000,50,OPTIDX,NFO,5.000000
49124,52612,NIFTY22DEC2219700CE,NIFTY,22DEC2022,1970000.000000,50,OPTIDX,NFO,5.000000
49126,50974,NIFTY22DEC2216500CE,NIFTY,22DEC2022,1650000.000000,50,OPTIDX,NFO,5.000000
49138,49812,NIFTY01DEC2215050PE,NIFTY,01DEC2022,1505000.000000,50,OPTIDX,NFO,5.000000
49139,47395,NIFTY15DEC2219850CE,NIFTY,15DEC2022,1985000.000000,50,OPTIDX,NFO,5.000000
49160,59482,FINNIFTY22NOV2216300CE,FINNIFTY,22NOV2022,1630000.000000,40,OPTIDX,NFO,5.000000
49161,40148,MIDCPNIFTY29NOV224900CE,MIDCPNIFTY,29NOV2022,490000.000000,75,OPTIDX,NFO,5.000000
49173,60952,NIFTY24NOV2215300CE,NIFTY,24NOV2022,1530000.000000,50,OPTIDX,NFO,5.000000
49180,51422,FINNIFTY15NOV2220100CE,FINNIFTY,15NOV2022,2010000.000000,40,OPTIDX,NFO,5.000000
49186,40319,MIDCPNIFTY29NOV226950CE,MIDCPNIFTY,29NOV2022,695000.000000,75,OPTIDX,NFO,5.000000
49193,42965,NIFTY08DEC2219550PE,NIFTY,08DEC2022,1955000.000000,50,OPTIDX,NFO,5.000000
49211,55984,NIFTY25JAN2319500PE,NIFTY,25JAN2023,1950000.000000,50,OPTIDX,NFO,5.000000
49214,44446,FINNIFTY07NOV2214900PE,FINNIFTY,07NOV2022,1490000.000000,40,OPTIDX,NFO,5.000000
49220,49568,BANKNIFTY03NOV2242400PE,BANKNIFTY,03NOV2022,4240000.000000,25,OPTIDX,NFO,5.000000
49224,51020,NIFTY22DEC2217200CE,NIFTY,22DEC2022,1720000.000000,50,OPTIDX,NFO,5.000000
49235,60877,BANKNIFTY24NOV2246500PE,BANKNIFTY,24NOV2022,4650000.000000,25,OPTIDX,NFO,5.000000
49236,54689,NIFTY17NOV2217300PE,NIFTY,17NOV2022,1730000.000000,50,OPTIDX,NFO,5.000000
49239,51155,FINNIFTY15NOV2213300PE,FINNIFTY,15NOV2022,1330000.000000,40,OPTIDX,NFO,5.000000
49257,61109,NIFTY24NOV2216400PE,NIFTY,24NOV2022,1640000.000000,50,OPTIDX,NFO,5.000000
49269,47646,NIFTY10NOV2215100CE,NIFTY,10NOV2022,1510000.000000,50,OPTIDX,NFO,5.000000
49277,45145,MIDCPNIFTY13DEC227900CE,MIDCPNIFTY,13DEC2022,790000.000000,75,OPTIDX,NFO,5.000000
49279,54430,MIDCPNIFTY31JAN237650PE,MIDCPNIFTY,31JAN2023,765000.000000,75,OPTIDX,NFO,5.000000
49282,60614,BANKNIFTY24NOV2238800CE,BANKNIFTY,24NOV2022,3880000.000000,25,OPTIDX,NFO,5.000000
49284,58614,NIFTY26DEC2422000CE,NIFTY,26DEC2024,2200000.000000,50,OPTIDX,NFO,5.000000
49285,49628,FINNIFTY20DEC2219400PE,FINNIFTY,20DEC2022,1940000.000000,40,OPTIDX,NFO,5.000000
49292,86726,NIFTY28SEP2311000PE,NIFTY,28SEP2023,1100000.000000,50,OPTIDX,NFO,5.000000
49295,38058,NIFTY03NOV2218150PE,NIFTY,03NOV2022,1815000.000000,50,OPTIDX,NFO,5.000000
49303,55662,NIFTY25JAN2315550PE,NIFTY,25JAN2023,1555000.000000,50,OPTIDX,NFO,5.000000
49308,55308,BANKNIFTY25JAN2331500CE,BANKNIFTY,25JAN2023,3150000.000000,25,OPTIDX,NFO,5.000000
49309,50855,NIFTY22DEC2215400PE,NIFTY,22DEC2022,1540000.000000,50,OPTIDX,NFO,5.000000
49315,48480,FINNIFTY07NOV2217750PE,FINNIFTY,07NOV2022,1775000.000000,40,OPTIDX,NFO,5.000000
49346,50950,NIFTY22DEC2216400PE,NIFTY,22DEC2022,1640000.000000,50,OPTIDX,NFO,5.000000
49351,40969,MIDCPNIFTY06DEC228900PE,MIDCPNIFTY,06DEC2022,890000.000000,75,OPTIDX,NFO,5.000000
49352,84765,MIDCPNIFTY27DEC228950PE,MIDCPNIFTY,27DEC2022,895000.000000,75,OPTIDX,NFO,5.000000
49358,54109,FINNIFTY31JAN2320400CE,FINNIFTY,31JAN2023,2040000.000000,40,OPTIDX,NFO,5.000000
49367,57270,NIFTY30MAR2317000CE,NIFTY,30MAR2023,1700000.000000,50,OPTIDX,NFO,5.000000
49385,49397,FINNIFTY20DEC2217200PE,FINNIFTY,20DEC2022,1720000.000000,40,OPTIDX,NFO,5.000000
49391,55995,NIFTY25JAN2319600PE,NIFTY,25JAN2023,1960000.000000,50,OPTIDX,NFO,5.000000
49405,48338,NIFTY10NOV2218350PE,NIFTY,10NOV2022,1835000.000000,50,OPTIDX,NFO,5.000000
49438,51386,FINNIFTY15NOV2218800CE,FINNIFTY,15NOV2022,1880000.000000,40,OPTIDX,NFO,5.000000
49448,54349,NIFTY17NOV2215800CE,NIFTY,17NOV2022,1580000.000000,50,OPTIDX,NFO,5.000000
49449,51069,NIFTY22DEC2217850CE,NIFTY,22DEC2022,1785000.000000,50,OPTIDX,NFO,5.000000
49479,49542,BANKNIFTY03NOV2242000CE,BANKNIFTY,03NOV2022,4200000.000000,25,OPTIDX,NFO,5.000000
49483,51782,MIDCPNIFTY15NOV228350CE,MIDCPNIFTY,15NOV2022,835000.000000,75,OPTIDX,NFO,5.000000
49500,60175,MIDCPNIFTY01NOV226000CE,MIDCPNIFTY,01NOV2022,600000.000000,75,OPTIDX,NFO,5.000000
49509,51011,NIFTY22DEC2216950PE,NIFTY,22DEC2022,1695000.000000,50,OPTIDX,NFO,5.000000
49512,54004,FINNIFTY31JAN2315600PE,FINNIFTY,31JAN2023,1560000.000000,40,OPTIDX,NFO,5.000000
49539,55417,BANKNIFTY25JAN2339100PE,BANKNIFTY,25JAN2023,3910000.000000,25,OPTIDX,NFO,5.000000
49541,55654,NIFTY25JAN2315350PE,NIFTY,25JAN2023,1535000.000000,50,OPTIDX,NFO,5.000000
49542,49325,BANKNIFTY03NOV2239400CE,BANKNIFTY,03NOV2022,3940000.000000,25,OPTIDX,NFO,5.000000
49553,40466,MIDCPNIFTY29NOV228050CE,MIDCPNIFTY,29NOV2022,805000.000000,75,OPTIDX,NFO,5.000000
49559,44836,MIDCPNIFTY13DEC225000CE,MIDCPNIFTY,13DEC2022,500000.000000,75,OPTIDX,NFO,5.000000
49569,86832,NIFTY28SEP2317000PE,NIFTY,28SEP2023,1700000.000000,50,OPTIDX,NFO,5.000000
49570,42509,BANKNIFTY10NOV2243300PE,BANKNIFTY,10NOV2022,4330000.000000,25,OPTIDX,NFO,5.000000
49582,48384,FINNIFTY01NOV2219150PE,FINNIFTY,01NOV2022,1915000.000000,40,OPTIDX,NFO,5.000000
49586,55083,NIFTY17NOV2218300CE,NIFTY,17NOV2022,1830000.000000,50,OPTIDX,NFO,5.000000
49599,61348,NIFTY24NOV2217750PE,NIFTY,24NOV2022,1775000.000000,50,OPTIDX,NFO,5.000000
49600,50058,NIFTY01DEC2218600CE,NIFTY,01DEC2022,1860000.000000,50,OPTIDX,NFO,5.000000
49601,58601,NIFTY29JUN2312000PE,NIFTY,29JUN2023,1200000.000000,50,OPTIDX,NFO,5.000000
